Token,Item Name,Variation Name,SKU,Description,Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Shipping Enabled,Self-Serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Arrow Wood Games Inc.,New Quantity Arrow Wood Games Inc.,Stock Alert Enabled Arrow Wood Games Inc.,Stock Alert Count Arrow Wood Games Inc.,Tax - PST (7%)
UKFCC4C26ZKPD5MEZTW4K3MU,Learn D&D: Intro Adventure Adults (SAT Apr 13),Regular,788271H,"<p><strong>Ready to try your first game of Dungeons &amp; Dragons? </strong></p><p>Saturday, April 13</p><p>7-9:30pm</p><p><br/></p><p>Are you ready to try your first game of Dungeons &amp; Dragons? Join us on a short adventure where we&#39;ll show you the ropes!</p><p><br/></p><p>Learn to Play D&amp;D: Introductory Adventure is meant to be a one-time primer to get some experience before joining our upcoming D&amp;D campaigns. One of our Game Masters will guide you through the rules in various scenes that highlight the three pillars of Dungeons &amp; Dragons – Social Encounters, Exploration and Combat.</p><p><br/></p><p><strong>This 2.5-hour session is for players aged 18 an older.</strong> (For kids, teens, and families - check out our other intro adventures and after school programs. We have lots of options!)</p><p><br/></p><p>Please arrive on time. Pre-registrations are highly recommended but walk-ins are welcome when seats are available. Space is limited and will be granted on a first-come, first served basis.</p><p><br/></p><p>Note: you do not need to come to this adventure with a character - we will have one ready for you. But feel free to bring one if you have one from our character creation workshop!</p><p><br/></p><p>Maximum 6 players per group.</p>",Programs,,,,,unavailable,Event,,,,,,40.00,,Y,,,N,,,,Arrow Wood Games,,0,,,,N
AGUYVASKR5T2YMZRHI7EF3NE,Learn D&D: Intro Adventure for Women (FRI Apr 5),Regular,V405149,"<p><strong>Ready to try your first game of Dungeons &amp; Dragons? </strong></p><p>Friday, April 5</p><p>7-9:30pm</p><p><br/></p><p><em>This session is reserved for women only. If you are looking for an experience where all genders are welcome, please check out our other Learn D&amp;D programs. </em></p><p><br/></p><p>Are you ready to try your first game of Dungeons &amp; Dragons? Join us on a short adventure where we&#39;ll show you the ropes!</p><p><br/></p><p>Learn to Play D&amp;D: Introductory Adventure is meant to be a one-time primer to get some experience before joining our upcoming D&amp;D campaigns. One of our women Game Masters will guide you through the rules in various scenes that highlight the three pillars of Dungeons &amp; Dragons – Social Encounters, Exploration and Combat.</p><p><br/></p><p>This 2.5-hour session is for women only.</p><p><br/></p><p>Please arrive on time! Pre-registrations are highly recommended but walk-ins are welcome. Space is limited and tends to sell out.  Walk-ins will be granted on a first-come, first served basis, if any spots remain.</p><p><br/></p><p>Note: you do not need to come to this adventure with a character - we will have one ready for you. But feel free to bring one if you have one from our character creation workshop!</p><p><br/></p><p>Maximum 6 players per group.</p>",Programs,,,,,unavailable,Event,,,,,,40.00,,Y,,,N,,,,Arrow Wood Games,,3,,,,N
5TBLBKDQZ6WLVBZ76EOMZMC2,Learn D&D: Intro Adventure for Women (SUN Feb 18),Regular,313760Z,"<p><strong>Ready to try your first game of Dungeons &amp; Dragons? </strong></p><p>Sunday, February 18</p><p>6:30-9pm</p><p><br/></p><p><em>This session is reserved for women only. If you are looking for an experience where all genders are welcome, please check out our other Learn D&amp;D programs. </em></p><p><br/></p><p>Are you ready to try your first game of Dungeons &amp; Dragons? Join us on a short adventure where we&#39;ll show you the ropes!</p><p><br/></p><p>Learn to Play D&amp;D: Introductory Adventure is meant to be a one-time primer to get some experience before joining our upcoming D&amp;D campaigns. One of our women Game Masters will guide you through the rules in various scenes that highlight the three pillars of Dungeons &amp; Dragons – Social Encounters, Exploration and Combat.</p><p><br/></p><p>This 2.5-hour session is for women only.</p><p><br/></p><p>Please arrive on time! Pre-registrations are highly recommended but walk-ins are welcome. Space is limited and will be granted on a first-come, first served basis.</p><p><br/></p><p>Note: you do not need to come to this adventure with a character - we will have one ready for you. But feel free to bring one if you have one from our character creation workshop!</p><p><br/></p><p>Maximum 6 players per group.</p>",Programs,,,,,unavailable,Event,,N,N,N,N,40.00,,Y,,,N,,,,Arrow Wood Games,,0,,,,N
AEZIU22HRJ47JV6EML55HSHL,Learn D&D: Intro Adventure KIDS (SAT Apr 20),Regular,2455211,"<p><strong>Learn D&amp;D: Intro Adventure</strong></p><p><strong>For KIDS ages 8-14</strong></p><p>Saturday, April 20</p><p>12:30-3pm</p><p><br/></p><p>Kids, are you ready to try your first game of Dungeons &amp; Dragons? Join us on a short adventure where we&#39;ll show you the ropes!</p><p><br/></p><p>Learn to Play D&amp;D: Introductory Adventure is meant to be a one-time primer to get some experience before joining our upcoming D&amp;D campaigns. One of our Game Masters will guide you through the rules in various scenes that highlight the three pillars of Dungeons &amp; Dragons – Social Encounters, Exploration and Combat.</p><p><br/></p><p>This 2.5-hour session is made for kids ages 8-14 who have little to no experience in Dungeons &amp; Dragons. This will prepare them to join any of our upcoming after school programs, summer camps, or other D&amp;D adventures.</p><p><br/></p><p>Note: you do not need to come to this adventure with a character - we will have one ready for you. But feel free to bring one if you have one from our character creation workshop!</p><p><br/></p><p>Please have them arrive on time. Maximum 6 players per group.</p>",Programs,,,,,unavailable,Event,,,,,,40.00,,Y,,,N,,,,Arrow Wood Games,,0,,,,N
I5O3QY6FQPVYFFXFNSV33YOT,Learn D&D: Women & Rainbows Adventure (MON June 17),Regular,700598D,"<p><strong>Learn D&amp;D: Women &amp; Rainbows Adventure</strong></p><p>Monday, June 17</p><p>7:00pm start time</p><p><br/></p><p><em>Women and folks from the 2SLGBTQIA+ are encouraged to attend this session geared toward providing a safe and fun environment to learn Dungeons and Dragons.</em></p><p><br/></p><p>Are you ready to try your first game of Dungeons &amp; Dragons? Join us on a short adventure where we&#39;ll show you the ropes!</p><p><br/></p><p>Learn to Play D&amp;D: Introductory Adventure is meant to be a one-time primer to get some experience before joining our upcoming D&amp;D campaigns. One of our women Game Masters will guide you through the rules in various scenes that highlight the three pillars of Dungeons &amp; Dragons – Social Encounters, Exploration and Combat.</p><p><br/></p><p>Please arrive on time! Pre-registrations are highly recommended but walk-ins are welcome. Space is limited and tends to sell out. Walk-ins will be granted on a first-come, first served basis, if any spots remain.</p><p><br/></p><p>Note: you do not need to come to this adventure with a character - we will have one ready for you. But feel free to bring one if you have one from our character creation workshop!</p><p><br/></p><p>Maximum 6 players per group.</p><p><br/></p><p><em>This program is for people who have little to no experience playing D&amp;D. If you have played before, join one of upcoming D&amp;D Adventures!</em></p>",Programs,,,,,visible,Event,,,,,,40.00,,N,,,N,,,,Arrow Wood Games,,3,,,,N
QUCG6FN3HONB6GDT7JMVFYMW,Learn to Play Pokémon (Feb-March after school),Regular,,"<p><strong>Learn to Play Pokémon</strong></p><p>Ages 10-14</p><p>Fridays 4:45-6:15</p><p>February 16 - March 15 (5 weeks)</p><p><br/></p><p>Does your child have a collection of Pokémon cards but doesn&#39;t know what to do with them? Pokémon is a collectible trading card game, and we think it&#39;s super fun! So we have set up this after school program to put those Pokémon cards to good use!</p><p><br/></p><p>Kids can bring their own cards, or borrow a deck from us, and learn to play! No experience necessary, though those with a some experience are also welcome to join in the Pokémon fun!</p><p><br/></p><p>Instructor ratio is 6:1.</p>",Programs,,,,,unavailable,Physical,,N,N,N,Y,130.00,,Y,,,N,,,,Arrow Wood Games,,6,,,,N
MI75JCVSHPHGR7VLXUBD4PV6,Learn to Play Pokémon (Jan-Feb after school),Regular,,"<p><strong>Learn to Play Pokémon</strong></p><p>Ages 10-14</p><p>Fridays 4:45-6:15</p><p>January 12 - February 9 (5 weeks)</p><p><br/></p><p>Does your child have a collection of Pokémon cards but doesn&#39;t know what to do with them? Pokémon is a collectible trading card game, and we think it&#39;s super fun! So we have set up this after school program to put those Pokémon cards to good use!</p><p><br/></p><p>Kids can bring their own cards, or borrow a deck from us, and learn to play! No experience necessary, though those with a some experience are also welcome to join in the Pokémon fun!</p><p><br/></p><p>Instructor ratio is 6:1.</p>",Programs,,,,,unavailable,Physical,,Y,N,N,Y,130.00,,Y,,,N,,,,Arrow Wood Games,,6,,,,N
UNUMSKKTQZCKYOTMP6DY636G,LEARN-TO-PLAY PIANO (8L),Regular,C397180,,Toys,,,,000772113144,hidden,Physical,,,,,,158.05,,N,,,N,,,79.05,Everest Wholesale,,0,,,,Y
BKUH4GC4W2FEP3LBW5X3UQIK,Leather Tray Pinched Corners Dark Brown,,311374B,,Dice,,,,,unavailable,Physical,,,,,,42.00,,N,,,,,,0.00,,,0,,,,Y
CW3GIIBDDWUMPVGFTXNSYU3P,Leather Tray Pinched Corners Neutral Tan,,2029591,,Dice,,,,,unavailable,Physical,,,,,,42.00,,N,,,,,,0.00,,,0,,,,Y
5HMJDIYWLPD3PQYK2URFDEVO,Leather Tray Rounded Corners Dark Brown,,V470494,,Dice,,,,,unavailable,Physical,,,,,,42.00,,N,,,,,,0.00,,,0,,,,Y
ITGS3N53XYZZRQ7DJOQNXVGV,Leather Tray Rounded Corners Neutral Tan,,873985P,,Dice,,,,,unavailable,Physical,,,,,,42.00,,N,,,,,,0.00,,,0,,,,Y
GO3FXR6AS3DP6QQABMVFTR2V,Leatherette & Velvet Dice Tray (Black w/ Magenta Rectangle),,Q062816,,Accessories,,,,,unavailable,Physical,,,,,,22.95,,N,,,N,,,0.00,Fox Crest Distribution,,0,,,,Y
LFXU7ZC7ABYG7AVYOCXBDL7C,Leatherette & Velvet Dice Tray (Blue Hex),,S891733,,Dice,,,,840292508996,unavailable,Physical,,,,,,16.95,,N,,,,,,10.13,Foam Brain Games,,0,,,,Y
JRMFK3QLCXZD7EGZHCAVL7VM,Leatherette & Velvet Dice Tray (Camel Hex),,5140829,,Dice,,,,840292508958,unavailable,Physical,,N,N,N,N,16.95,,N,,,N,,,10.13,Foam Brain Games,,1,,,,Y
SDDHHP6OLHAALTY4UYNEZLQI,Leatherette & Velvet Dice Tray (Grass Green Hex),,5142418,,Dice,,,,840292509009,unavailable,Physical,,,,,,16.95,,N,,,,,,10.13,Foam Brain Games,,2,,,,Y
B5QNGOZMZ5LAJBVYRXAF3NWP,Leatherette & Velvet Dice Tray (Magenta Hex),,9547278,,Dice,,,,840292508965,unavailable,Physical,,,,,,16.95,,N,,,,,,10.13,Foam Brain Games,,0,,,,Y
RR6Y4FB5N7ZTTK64O36RB4AV,Leatherette & Velvet Dice Tray (Orange Hex),,579133C,,Dice,,,,840292508989,unavailable,Physical,,,,,,16.95,,N,,,,,,10.13,Foam Brain Games,,1,,,,Y
25B2ZFAVRDQQSKVAQD2M4VW5,Leatherette & Velvet Dice Tray (Red Hex),,261836B,,Dice,,,,840292509016,unavailable,Physical,,,,,,16.95,,N,,,N,,,10.13,Foam Brain Games,,0,,,,Y
4ZR7Z4CCYR7QRHANOLGXR3Z3,Leatherette & Velvet Dice Tray (Silver Hex),,Y593280,,Dice,,,,840292508941,unavailable,Physical,,,,,,16.95,,N,,,,,,10.13,Foam Brain Games,,1,,,,Y
MDRMFGIE3AUONVZMDIU6ENIS,Leatherette & Velvet Hex Dice Tray (Navy with Lime),,9069785,,Dice,,,,617629717402,unavailable,Physical,,,,,,16.95,,N,,,,,,10.13,Foam Brain Games,,1,,,,Y
KIJO4DUTCTDX7VQZURTABFUR,Leatherette & Velvet Hex Dice Tray (Navy with Teal),,4412681,,Accessories,,,,617629717365,unavailable,Physical,,,,,,20.95,,N,,,,,,11.50,,,0,,,,Y
PGZUXDYGGACCUOUKZ6GHRBOI,Leaving Mayne Island,,W499207,,Puzzles,,,,703856211483,unavailable,Physical,,,,,,29.95,,N,,,,,,10.00,StandOut Puzzles,,9,,,,Y
3D7S3OININCVQL5GDLMSTKOD,Lederhosen premium metal dice set,,H740301,,Dice,,,,,unavailable,Physical,,,,,,64.00,,N,,,,,,0.00,,,0,,,,Y
J72PZAERLYNFEQQVILWVVIJA,Left Foot Pad - Purple (EA),Regular,E793007,,Toys,,,,,hidden,Physical,,,,,,0.05,,N,,,N,,,,Everest Wholesale,,0,,,,Y
C7TTWQVW7ROFHWHSDGUBBPWS,LEGACY - MAHJONG,Regular,F512621,,Games,,,,778988334256,hidden,Physical,,,,,,116.25,,N,,,N,,,58.15,Everest Wholesale,,0,,,,Y
2BHX7OX24JZAYFZ3A2YSK35W,Legendary Buffy the Vampire Slayer,,6596509,,Games,,,,053334867337,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
56WBL2QYL5XXNJOXZHQ5CBAX,Legendary Champions,,933533Z,,Games,,,,053334891790,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
5322PPA3LHJUAXWOYK45RH22,Legendary DBG: 007 James Bond,,5094562,,Games,,,,053334917520,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
PEPK3OPLL27T4JCLB4YXIQOB,Legendary DBG: 007 James Bond Expansion,,4130634,,Games,,,,053334941150,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
TAMJI272QJVCHEPVGACDCDU5,Legendary Encounters DBG: Alien Expansion,,292728T,,Games,,,,053334861182,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
LZFZIEKYAXHSSE4XVEWVNLEO,Legendary Encounters DBG: The X-Files,,8328700,,Games,,,,053334891769,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
4Z6DUW5BDZ4QP4CHOOYYTZKN,Legendary Organized Play Kit #3,,1715843,,,,,,053334875981,unavailable,Physical,,,,,,variable,,N,,,,,,,Lion Rampant,,0,,,,Y
Z3YAOEKT3RTRFB6TIFYKQSAJ,LEGENDS of AKEDO - POWER STORM - S3 - 1 PLAYER PK,Regular,1590917,,Toys,,,,630996151600,hidden,Physical,,,,,,11.55,,N,,,N,,,5.80,Everest Wholesale,,0,,,,Y
JWKWTBHZDFASY6EHC5PBF5HF,LEGENDS of AKEDO - POWER STORM - S3 - 1 PLAYER PK CDU ASST,Regular,1671346,,Toys,,,,630996151617,hidden,Physical,,,,,,11.55,,N,,,N,,,5.80,Everest Wholesale,,0,,,,Y
TTYOZJTX4BVTVQL4AMG3R3XS,LEGENDS of AKEDO - POWER STORM - S3 - BATTLE ARENA,Regular,866388W,,Toys,,,,630996151501,hidden,Physical,,,,,,67.15,,N,,,N,,,33.60,Everest Wholesale,,0,,,,Y
T6J754FXGHE24MGRSNNIJAGQ,LEGENDS of AKEDO - POWER STORM - S3 - MEGA STRIKE CONTROLLER PK,Regular,4387415,,Toys,,,,630996142240,hidden,Physical,,,,,,33.25,,N,,,N,,,16.65,Everest Wholesale,,0,,,,Y
TQZQELF22QNU23PYLIBSFGWC,LEGENDS of AKEDO - POWER STORM - S3 - STARTER PK ASST,Regular,2067652,,Toys,,,,630996151402,hidden,Physical,,,,,,33.25,,N,,,N,,,16.65,Everest Wholesale,,0,,,,Y
PYQ6TQE3EDU4YUFXI63WR27I,LEGENDS of AKEDO - POWER STORM - S3 - TRIPLE STRIKE - TAG TEAM ARENA,Regular,3076857,,Toys,,,,630996151822,hidden,Physical,,,,,,108.45,,N,,,N,,,54.25,Everest Wholesale,,0,,,,Y
VRLBWFCI6UPLQI2GMY64KWHP,LEGENDS of AKEDO - POWER STORM - S3 - WARRIOR COLLECTOR PK ASST,Regular,820879N,,Toys,,,,630996151884,hidden,Physical,,,,,,29.35,,N,,,N,,,14.70,Everest Wholesale,,0,,,,Y
XYW6DQB5XAQARHPBOX2HUSXB,LEGENDS of AKEDO - POWER STORM - S4 - VERSUS ASST,Regular,1113847,,Toys,,,,630996151938,hidden,Physical,,,,,,23.15,,N,,,N,,,11.60,Everest Wholesale,,0,,,,Y
2QPYOFJ4MPVCG6ZG3ZC6EEJT,Legends of Novus,,801367R,,Games,,,,672975219109,unavailable,Physical,,,,,,94.95,,N,,,,,,52.50,,,0,,,,Y
AB7SQMC6ECOMJHAMPP7ULZG4,LEGENDS OF THE DARK ANGELS (PB),,60100181827,,Minis,,,,9781789998177,unavailable,Physical,,,,,,25.00,,N,,,,,,13.75,Games Workshop,,0,,,,Y
53PN5WWCNK7P3FOEJ66NRIKH,LEGION DICE: SONS OF HORUS,,99223099034,,Minis,,,,5011921177110,unavailable,Physical,,,,,,50.00,,N,,,,,,27.50,Games Workshop,,0,,,,Y
BGHKADDQO5JQ3JDMSPTQB5CJ,LEGIONES ASTARTES: CERBERUS HEAVY TANK,,99123001027,,Minis,,,,5011921204915,unavailable,Physical,,,,,,140.00,,N,,,,,,77.00,Games Workshop,,0,,,,Y
7FTASQCZM2PDAASJACVSOINU,LEGIONES ASTARTES: DEIMOS PATTERN RHINO,,99123001001,,Minis,,,,5011921135226,unavailable,Physical,,,,,,60.00,,N,,,,,,33.00,Games Workshop,,0,,,,Y
VGJQQ2OATCULB6K5U6TXDBTQ,LEGIONES ASTARTES: LAND RAIDER PROTEUS,,99123001014,,Minis,,,,5011921155682,unavailable,Physical,,,,,,110.00,,N,,,,,,60.50,Games Workshop,,0,,,,Y
IPOVZCL75ZT2NYBO5OQGNJJT,LEGIONES ASTARTES: MKVI TACTICAL SQUAD,,99123001003,,Minis,,,,5011921144488,unavailable,Physical,,,,,,100.00,,N,,,,,,55.00,Games Workshop,,0,,,,Y
U3SMAUJ35V7O3LWMGBORTUCB,LEGIONES ASTARTES: PREDATOR BATTLE TANK,,99123001012,,Minis,,,,5011921144587,unavailable,Physical,,,,,,85.00,,N,,,,,,46.75,Games Workshop,,0,,,,Y
2YIAS4PZ65C3TGWPX5ICBZVD,LEGIONES ASTARTES: SICARAN BATTLE TANK,,99123001005,,Minis,,,,5011921144518,unavailable,Physical,,,,,,100.00,,N,,,,,,55.00,Games Workshop,,0,,,,Y
TPCESZJE5MFKBNOYFJ6FYROC,LEGIONES ASTARTES: SICARAN VENATOR,,99123001016,,Minis,,,,5011921155705,unavailable,Physical,,,,,,100.00,,N,,,,,,55.00,Games Workshop,,0,,,,Y
6R4AWPA5M3DJUFFY2W5L6BM4,LEGIONES ASTARTES: SPARTAN ASSAULT TANK,,99123001006,,Minis,,,,5011921144525,unavailable,Physical,,,,,,140.00,,N,,,,,,77.00,Games Workshop,,0,,,,Y
O3NNFJIJZUWX4HITH2N7W2BU,LEGIONES ASTARTES: VINDICATOR SIEGE TANK,,99123001030,,Minis,,,,5011921181964,unavailable,Physical,,,,,,85.00,,N,,,,,,46.75,Games Workshop,,0,,,,Y
SDLO6QUL3FAXQ7AYSXNIN24L,LEGIONES ASTARTES:CONTEMPTOR DREADNOUGHT,,99123001007,,Minis,,,,5011921144532,unavailable,Physical,,,,,,75.00,,N,,,,,,41.25,Games Workshop,,0,,,,Y
XTUXTDURBCKLNSFWI6AHOFVO,LEGIONS IMPERIALIS SOLAR AUXILIA SUPPORT,,99122605005,,Minis,,,,5011921182503,unavailable,Physical,,,,,,60.00,,N,,,,,,33.00,Games Workshop,,0,,,,Y
X5NJGUVF3VDDDMIK4YPGTBHC,LEGIONS IMPERIALIS SPARTAN ASSAULT TANKS,,99122601014,,Minis,,,,5011921204151,unavailable,Physical,,,,,,60.00,,N,,,,,,33.00,Games Workshop,,0,,,,Y
CUWM63BNJUQQMWUPYJIAIFGB,LEGIONS IMPERIALIS: BANEBLADE SQUADRON,,99122605003,,Minis,,,,5011921145843,unavailable,Physical,,,,,,60.00,,N,,,,,,33.00,Games Workshop,,0,,,,Y
M5U3EKBPMN2J6OLCJBYB46NQ,LEGIONS IMPERIALIS: QUESTORIS KNIGHTS,,99122699015,,Minis,,,,5011921188710,unavailable,Physical,,,,,,55.00,,N,,,,,,30.25,Games Workshop,,0,,,,Y
MEI4YVJGA22NK35RFLQ54FVX,LEGIONS IMPERIALIS: THE GREAT SLAUGHTER,,60042699002,,Minis,,,,9781839065071,unavailable,Physical,,,,,,60.00,,N,,,,,,33.00,Games Workshop,,0,,,,Y
AEQGDKLP6M5SGKLWCGUAMVYO,LEGIONS IMPERIALIS: THE HORUS HERESY,,60012699002,,Minis,,,,5011921164974,unavailable,Physical,,,,,,240.00,,N,,,,,,132.00,Games Workshop,,0,,,,Y
SLMJV6QY5AAGDNCUXCE3OMU5,Lemon Jelly RPG Dice Set,Regular,Y522483,,Dice,,,,617629737707,,Physical,,N,N,N,N,23.95,,N,,,N,,,13.00,Fox Crest Distribution,,0,,,,Y
SIZRIY53XVDAWQD2LDGSEV27,Lemon Lime dice set,,L001856,,Dice,,,,,unavailable,Physical,,,,,,12.00,,N,,,,,,6.90,,,0,,,,Y
YXSFF7UE46JAQLCVRVITJAMK,Lemon Meringue dice set,,7924480,,Dice,,,,,unavailable,Physical,,,,,,12.00,,N,,,,,,6.90,,,0,,,,Y
SVYPBPIYRQMXG5OKGOJFKW3W,Lemon Sorbet - 110g Fudge Bars,,220457S,,Snacks,,,,801627001230,unavailable,Physical,,,,,,7.50,,N,,,N,,,3.50,Chocolate Moose Fudge Factory,,0,,Y,2,Y
SNWJHYPLXI2J2P62JXIETZXP,Lemon Sorbet - Fudge Cups 140g,,C219752,,Snacks,,,,409000031166,unavailable,Physical,,,,,,6.95,,N,,,,,,3.50,Chocolate Moose Fudge Factory,,0,,Y,2,Y
SGYUOZBR5F6C5NGLKS2REZQX,Lemon Tart dice set,,205298V,,Dice,,,,,unavailable,Physical,,,,,,12.00,,N,,,,,,6.90,,,0,,,,Y
TOYY3LUDJLZMACAL4MLRB7LY,Leo,,4761433,,Puzzles,,,,625012450157,unavailable,Physical,,,,,,21.99,,N,,,,,,11.00,Outset Media,,0,,,,Y
JOY7YYM26U27JIFNVZ7E7N2K,Leprechaun Mayhem dice set,,C792544,,Dice,,,,,unavailable,Physical,,,,,,16.00,,N,,,,,,9.20,,,0,,,,Y
XU5YVC7VOPJVRROBZO3RJWJQ,LES FANTÔMES DES GAUNT: LA VICTOIRE (FRA,,01100181454,,Minis,,,,9781804072356,unavailable,Physical,,,,,,25.25,,N,,,,,,13.89,Games Workshop,,0,,,,Y
AGGV4BGWFR6Y3UFDSL6U7IB3,LES FILS DE L'EMPEREUR (FRANCAIS),,01040181386,,Minis,,,,9781780305660,unavailable,Physical,,,,,,25.00,,N,,,,,,13.75,Games Workshop,,0,,,,Y
6VLIOP5L7GDM2IRBK3OZ2BKI,LES FORGES DE MARS (FRANCAIS),,01100181043,,Minis,,,,9781804073711,unavailable,Physical,,,,,,28.25,,N,,,,,,15.54,Games Workshop,,0,,,,Y
XMSR4WFY34PKAELNADCIVGCO,LES P'TITS EXPLORATEURS (FR),,Q201711,,Games,,,,3701405100070,unavailable,Physical,,,,,,29.99,,N,,,,,,18.29,Asmodee,,0,,,,Y
ZJABGWNVEQRBEG37MJKMFOR2,Lesbian Flag RPG Dice Set,,L294006,,Dice,,,,617629720273,unavailable,Physical,,,,,,21.15,,N,,,N,,,13.75,Fox Crest Distribution,,0,,,,Y
RKEG7BJMSSSUTRY2ERLAUHKH,Lesbian Pride d6 dice set by Ice Cream Dice,,6052762,,Dice,,,,,unavailable,Physical,,,,,,20.00,,N,,,,,,11.50,,,0,,,,Y
3YV6NBIRJKCUQQXP5FVYZX6T,Lesbian Pride dice set by Ice Cream Dice,,282137Q,,Dice,,,,,unavailable,Physical,,,,,,20.00,,N,,,,,,11.50,,,0,,,,Y
HOOZ3B75VELT5S4OF4UX327G,Lesbian Pride extended dice set by Ice Cream Dice,,P801191,,Dice,,,,,unavailable,Physical,,,,,,26.00,,N,,,,,,0.00,,,0,,,,Y
UISO4UIWZFIZQ7IANTBJAJI3,Lesbian Pride Metal Dice Set,,726979Z,,Dice,,,,617629721683,unavailable,Physical,,N,N,N,N,84.95,,N,,,N,,,47.00,Fox Crest Distribution,,0,,,,Y
PCH2GJFVQGWUO6YMRKYRJDPR,LESS is MORE - GAME,Regular,C757605,,Games,,,,778988425473,hidden,Physical,,,,,,32.35,,N,,,N,,,16.20,Everest Wholesale,,0,,,,Y
F76PKRLA4ZHXSRRPKANXKOPC,Let It Go dice set,,4058387,,Dice,,,,,unavailable,Physical,,,,,,12.00,,N,,,,,,6.90,,,0,,,,Y
WS4NPMD7EHXE2TULOVNWC7BS,Let It Snow - Retailer Fudge Displayer,,7811270,,Snacks,,,,801627005863,unavailable,Physical,,,,,,773.95,,N,,,,,,387.00,Chocolate Moose Fudge Factory,,0,,,,Y
AGTB2ZEY6VP5DOXJRHJ56SEO,LET'S EXPLORE - LIGHTS & SOUNDS LANTERN (6L),Regular,Q124216,,Toys,,,,000772308373,hidden,Physical,,,,,,47.45,,N,,,N,,,23.75,Everest Wholesale,,0,,,,Y
JZ3C6NTJOPN3HFVTIHHW3VP6,LET'S EXPLORE - RANGER RESCUE DOG (6L),Regular,170848D,,Toys,,,,000772308380,hidden,Physical,,,,,,85.55,,N,,,N,,,42.80,Everest Wholesale,,0,,,,Y
KL4U2WLE2GBRHY7JBSTJED3S,LET'S EXPLORE - WATER WOW! OUTDOOR ADVENTURE (6L),Regular,Y979309,,Toys,,,,000772308212,hidden,Physical,,,,,,21.85,,N,,,N,,,10.95,Everest Wholesale,,0,,,,Y
QI7RQ4FAHDZM2FZEWNYQ3ZTK,LET'S EXPLORE BINOCULARS & COMPASS PLAY SET (8L),Regular,Z625145,,Toys,,,,000772408189,hidden,Physical,,,,,,21.85,,N,,,N,,,10.95,Everest Wholesale,,0,,,,Y
2W67JYSDZ5ZZM7QE7HGRKMGJ,LET'S EXPLORE CAMPFIRE S'MORES PLAY SET (8L),Regular,2582024,,Toys,,,,000772408226,hidden,Physical,,,,,,58.35,,N,,,N,,,29.20,Everest Wholesale,,0,,,,Y
3NRJFJYIHLV6UNBJHCV7JDTG,LET'S EXPLORE FISHING PLAY SET (8L),Regular,5491152,,Toys,,,,000772408066,hidden,Physical,,,,,,63.25,,N,,,N,,,31.65,Everest Wholesale,,0,,,,Y
VEQ6NJPXCDSGJIYKUXATQHV4,LET'S EXPLORE FLOWER GARDENING PLAY SET (6L),Regular,987051V,,Toys,,,,000772308281,hidden,Physical,,,,,,53.05,,N,,,N,,,26.55,Everest Wholesale,,0,,,,Y
7Z6Q4E3YD3DXNMX6KNIIRMH2,LET'S EXPLORE HIKING PLAY SET (8L),Regular,289052Q,,Toys,,,,000772408011,hidden,Physical,,,,,,52.95,,N,,,N,,,26.50,Everest Wholesale,,0,,,,Y
PDVJJD425ZRBZKV7YCMJJQTK,LET'S EXPLORE INDOOR/OUTDOOR SCAVENGER HUNT PLAY SET (8L),Regular,F022175,,Toys,,,,000772408196,hidden,Physical,,,,,,34.45,,N,,,N,,,17.25,Everest Wholesale,,0,,,,Y
G6FZDXKGKRPHEXDNLFA3WEYR,LET'S EXPLORE RV TENT ACTIVITY SET (6L),Regular,916407D,,Toys,,,,000772308175,hidden,Physical,,,,,,86.95,,N,,,N,,,43.50,Everest Wholesale,,0,,,,Y
DYZO7YXFAWR5SYRRQA4FU5AN,LET'S EXPLORE SAIL BOAT (6L),Regular,X921384,,Toys,,,,000772308366,hidden,Physical,,,,,,100.45,,N,,,N,,,50.25,Everest Wholesale,,0,,,,Y
LJISXYIMUBMBOHYBX7B6DGG2,LET'S EXPLORE TERRARIUM OBSERVATIONS PLAY SET (6L),Regular,P168835,,Toys,,,,000772308274,hidden,Physical,,,,,,45.95,,N,,,N,,,23.00,Everest Wholesale,,0,,,,Y
LJ2X422OZ46LEMTRIFTI46B5,LET'S EXPLORE VEGETABLE GARDENING PLAY SET (6L),Regular,5815906,,Toys,,,,000772308311,hidden,Physical,,,,,,90.95,,N,,,N,,,45.50,Everest Wholesale,,0,,,,Y
